endpoint,pre_refinement,outcome_aware_refined,absolute_difference,bootstrap_CI_low,bootstrap_CI_high,bootstrap_probability_improvement,method
complete_pathway_correct,0.24210526315789474,0.5,0.2578947368421053,0.1435165770609319,0.37528560982126524,1.0,Unique-path cluster bootstrap preserving overlapping system membership
